image,tx_power,idx,y,pred,ok,acc,t_encode,t_decode
0,-80,3,airplane,,0,0.0,0.012611181999091059,1.8520004232414067e-06
1,-80,10,airplane,,0,0.0,0.0013783170015813084,1.5559999155811965e-06
2,-80,21,airplane,,0,0.0,0.0013328909990377724,1.4079996617510915e-06
3,-80,27,airplane,,0,0.0,0.0013575760003732285,1.7220008885487914e-06
4,-80,44,airplane,,0,0.0,0.0013949830008641584,1.6479989426443353e-06
5,-80,52,airplane,,0,0.0,0.001345353999568033,1.4630004443461075e-06
6,-80,74,airplane,,0,0.0,0.0013475949999701697,1.8329992599319667e-06
7,-80,90,airplane,,0,0.0,0.0013779099990642862,1.7410002328688279e-06
8,-80,97,airplane,,0,0.0,0.0013642609992530197,2.9809998522978276e-06
9,-80,98,airplane,,0,0.0,0.0013942799996584654,1.1850006558233872e-06
10,-80,6,automobile,,0,0.0,0.001404742000886472,1.333999534836039e-06
11,-80,9,automobile,,0,0.0,0.0013666689992533065,1.630000042496249e-06
12,-80,37,automobile,,0,0.0,0.0014123350010777358,1.5000005078036338e-06
13,-80,66,automobile,,0,0.0,0.0014678719999210443,1.1849988368339837e-06
14,-80,81,automobile,,0,0.0,0.0014327240005513886,2.8149988793302327e-06
15,-80,82,automobile,,0,0.0,0.0014153530009934912,2.370999936829321e-06
16,-80,104,automobile,,0,0.0,0.0015357590000348864,1.2220007192809135e-06
17,-80,105,automobile,,0,0.0,0.001319614000749425,1.4809993444941938e-06
18,-80,114,automobile,,0,0.0,0.0013452240000333404,1.4260003808885813e-06
19,-80,122,automobile,,0,0.0,0.0013541690004785778,1.1669999366858974e-06
20,-80,25,bird,,0,0.0,0.001311206000536913,1.6110006981762126e-06
21,-80,35,bird,,0,0.0,0.0012807069997506915,1.3700009731110185e-06
22,-80,65,bird,,0,0.0,0.0012920030003442662,1.5549994714092463e-06
23,-80,67,bird,,0,0.0,0.0014320009995572036,1.333999534836039e-06
24,-80,70,bird,,0,0.0,0.001300039999478031,1.1479987733764574e-06
25,-80,75,bird,,0,0.0,0.0013813910009048413,1.6859994502738118e-06
26,-80,84,bird,,0,0.0,0.0013095949998387368,2.9439997888403013e-06
27,-80,86,bird,,0,0.0,0.0014432419993681833,1.1299998732283711e-06
28,-80,113,bird,,0,0.0,0.0013455759999487782,1.24100006360095e-06
29,-80,118,bird,,0,0.0,0.0013193539998610504,1.7219990695593879e-06
30,-80,0,cat,,0,0.0,0.0014022059986018576,1.3330009096534923e-06
31,-80,8,cat,,0,0.0,0.0014027240013092523,1.296000846195966e-06
32,-80,46,cat,,0,0.0,0.001512056000137818,1.3520002539735287e-06
33,-80,53,cat,,0,0.0,0.0013477239990606904,1.2959990272065625e-06
34,-80,61,cat,,0,0.0,0.001344169000731199,1.4260003808885813e-06
35,-80,63,cat,,0,0.0,0.0013989460003358545,1.5549994714092463e-06
36,-80,68,cat,,0,0.0,0.0014499829994747415,1.2590007827384397e-06
37,-80,77,cat,,0,0.0,0.001416982999216998,1.389000317431055e-06
38,-80,78,cat,,0,0.0,0.0013797430001432076,1.3520002539735287e-06
39,-80,91,cat,,0,0.0,0.0013899650002713315,1.296000846195966e-06
40,-80,22,deer,,0,0.0,0.0014265200006775558,1.4809993444941938e-06
41,-80,26,deer,,0,0.0,0.0012770399989676662,1.3519984349841252e-06
42,-80,32,deer,,0,0.0,0.0013281880001159152,1.5189998521236703e-06
43,-80,36,deer,,0,0.0,0.0014139459999569226,1.369999154121615e-06
44,-80,40,deer,,0,0.0,0.0014004639997438062,1.2780001270584762e-06
45,-80,58,deer,,0,0.0,0.0013980209987494163,1.369999154121615e-06
46,-80,94,deer,,0,0.0,0.0014859820003039204,1.3520002539735287e-06
47,-80,100,deer,,0,0.0,0.0013391880002018297,1.2040000001434237e-06
48,-80,110,deer,,0,0.0,0.0013930389995948644,1.3139997463440523e-06
49,-80,117,deer,,0,0.0,0.0013433170006464934,1.3709995982935652e-06
50,-80,12,dog,,0,0.0,0.0013786689996777568,1.5740006347186863e-06
51,-80,16,dog,,0,0.0,0.0013447060009639245,1.7409984138794243e-06
52,-80,24,dog,,0,0.0,0.0013191689995437628,3.0920000426704064e-06
53,-80,31,dog,,0,0.0,0.00136550200113561,1.6849990061018616e-06
54,-80,33,dog,,0,0.0,0.0013331139998626895,1.7040001694113016e-06
55,-80,39,dog,,0,0.0,0.0013585759988927748,1.3700009731110185e-06
56,-80,42,dog,,0,0.0,0.0013799270000163233,1.4999986888142303e-06
